harga,lokasi,luas_bangunan,luas_tanah,kamar,kamar_mandi,listrik,interior,parkir,sertifikat
3341000000.0,Yogyakarta,259,350,6,5,3500,Sebagian,2.0,SHM - Sertifikat Hak Milik
850000000.0,Yogyakarta,800,1140,8,4,2200,Tak Berperabot,10.0,SHM - Sertifikat Hak Milik
3000000000.0,Bantul,120,123,4,3,3500,Tak Berperabot,2.0,SHGB - Hak Guna Bangunan
575000000.0,Yogyakarta,200,243,6,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2300000000.0,Bantul,308,254,3,5,3500,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
850000000.0,Sleman,85,138,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
600000000.0,Yogyakarta,200,215,9,5,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
600000000.0,Sleman,199,120,3,3,2200,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
629900000.0,Sleman,88,115,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
645000000.0,Sleman,56,98,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1700000000.0,Sleman,200,123,8,8,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
3000000000.0,Sleman,180,160,6,6,2200,Lengkap,2.0,SHM - Sertifikat Hak Milik
750000000.0,Sleman,329,329,5,5,2200,Lengkap,2.0,SHM - Sertifikat Hak Milik
2500000000.0,Kulon Progo,40,84,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
775000000.0,Yogyakarta,250,200,10,10,3500,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
650000000.0,Sleman,175,200,5,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
675000000.0,Yogyakarta,500,1075,10,10,4400,Sebagian,2.0,SHM - Sertifikat Hak Milik
1500000000.0,Yogyakarta,280,150,8,8,3500,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
700000000.0,Sleman,80,101,3,2,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
750000000.0,Yogyakarta,90,135,3,2,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
745000000.0,Sleman,80,126,2,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
800000000.0,Sleman,80,140,4,3,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
850000000.0,Sleman,192,346,10,10,3500,Lengkap,4.0,SHM - Sertifikat Hak Milik
2200000000.0,Sleman,50,135,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
586000000.0,Sleman,250,150,6,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
410000000.0,Bantul,90,119,3,3,4400,Tak Berperabot,1.0,SHGB - Hak Guna Bangunan
950000000.0,Sleman,80,121,3,2,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
435000000.0,Sleman,60,106,3,2,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
415000000.0,Bantul,145,279,4,4,3500,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
435000000.0,Sleman,300,300,4,4,3500,Sebagian,2.0,SHM - Sertifikat Hak Milik
410000000.0,Bantul,50,144,2,1,1300,Tak Berperabot,1.0,SHGB - Hak Guna Bangunan
1500000000.0,Sleman,90,114,3,1,900,Lengkap,1.0,SHM - Sertifikat Hak Milik
335000000.0,Yogyakarta,800,1140,8,4,2200,Tak Berperabot,10.0,SHM - Sertifikat Hak Milik
1900000000.0,Sleman,400,763,5,4,5500,Sebagian,4.0,SHM - Sertifikat Hak Milik
1250000000.0,Sleman,50,81,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
3341000000.0,Bantul,292,261,8,5,5500,Tak Berperabot,4.0,SHGB - Hak Guna Bangunan
4535000000.0,Yogyakarta,50,108,2,1,2200,Tak Berperabot,1.0,SHGB - Hak Guna Bangunan
4535460000.0,Sleman,210,120,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
3600000000.0,Sleman,70,111,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
295000000.0,Yogyakarta,800,1140,8,4,2200,Tak Berperabot,10.0,SHM - Sertifikat Hak Milik
560000000.0,Sleman,40,70,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
300000000.0,Bantul,75,84,4,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
790008770.0,Sleman,743,1695,9,8,7600,Sebagian,10.0,SHM - Sertifikat Hak Milik
285000000.0,Sleman,70,115,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
7500000000.0,Sleman,150,113,3,2,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
18200000000.0,Sleman,130,156,4,3,3500,Sebagian,2.0,SHM - Sertifikat Hak Milik
3000000000.0,Sleman,270,130,10,10,1300,Lengkap,2.0,SHM - Sertifikat Hak Milik
3250000000.0,Sleman,32,68,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
300000000.0,Sleman,45,100,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
999000000.0,Sleman,72,109,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
389000000.0,Sleman,72,109,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
435000000.0,Sleman,108,82,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
200000000.0,Sleman,72,109,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
5000000000.0,Sleman,175,250,3,2,4400,Lengkap,2.0,SHM - Sertifikat Hak Milik
200000000.0,Sleman,300,260,5,3,3500,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1300000000.0,Sleman,36,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1800000000.0,Sleman,50,97,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
3212000000.0,Sleman,70,130,2,1,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
3200000000.0,Sleman,70,109,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
285000000.0,Sleman,42,108,2,1,2200,Tak Berperabot,1.0,SHGB - Hak Guna Bangunan
280000000.0,Sleman,36,80,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
300000000.0,Sleman,45,97,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
435000000.0,Sleman,300,150,5,5,2200,Sebagian,3.0,SHM - Sertifikat Hak Milik
295000000.0,Sleman,36,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
750000000.0,Sleman,36,75,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
795000000.0,Sleman,50,77,2,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1600000000.0,Bantul,38,72,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
950000000.0,Bantul,50,85,2,1,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
3000000000.0,Sleman,36,60,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1200000000.0,Sleman,123,405,3,3,5500,Sebagian,3.0,SHM - Sertifikat Hak Milik
1300000000.0,Bantul,225,150,4,3,2200,Lengkap,2.0,SHM - Sertifikat Hak Milik
414008000.0,Bantul,131,72,2,1,1300,Sebagian,2.0,SHM - Sertifikat Hak Milik
680290909.0,Sleman,36,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
980239090.0,Kulon Progo,30,60,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
490000000.0,Sleman,70,103,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
780293930.0,Sleman,70,104,3,2,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
780939000.0,Bantul,36,72,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1799000000.0,Yogyakarta,256,215,4,5,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1799000000.0,Yogyakarta,300,700,5,3,2200,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
845009900.0,Sleman,114,119,3,3,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
575074104.0,Yogyakarta,256,215,4,5,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1908700202.0,Sleman,80,104,3,2,1300,Lengkap,1.0,SHM - Sertifikat Hak Milik
1799000000.0,Yogyakarta,256,215,4,5,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2885500000.0,Bantul,1,81,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1700000000.0,Bantul,75,135,2,2,2200,Lengkap,1.0,SHM - Sertifikat Hak Milik
650000000.0,Yogyakarta,256,215,4,5,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1600000000.0,Bantul,55,78,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
925000000.0,Sleman,36,66,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2500000000.0,Sleman,50,109,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
665000000.0,Bantul,56,79,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1500000000.0,Sleman,88,88,5,4,900,Sebagian,1.0,SHM - Sertifikat Hak Milik
10000000000.0,Sleman,100,160,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
15000000000.0,Yogyakarta,800,1140,8,4,2200,Tak Berperabot,10.0,SHM - Sertifikat Hak Milik
825000000.0,Sleman,90,122,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
950000000.0,Sleman,36,60,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2500000000.0,Sleman,36,74,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1100000000.0,Sleman,36,76,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1620000000.0,Sleman,36,77,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
11500000000.0,Bantul,130,206,3,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
660000000.0,Bantul,60,85,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
700000000.0,Bantul,45,84,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
3500000000.0,Sleman,36,60,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
575000000.0,Sleman,70,98,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
958000000.0,Yogyakarta,45,87,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1100000000.0,Sleman,70,112,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
950000000.0,Bantul,36,72,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
450000000.0,Bantul,45,63,2,1,900,Tak Berperabot,9.0,SHM - Sertifikat Hak Milik
1450000000.0,Sleman,36,80,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1028000000.0,Bantul,45,83,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
8000000000.0,Sleman,36,75,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1300000000.0,Sleman,300,300,4,4,3500,Sebagian,2.0,SHM - Sertifikat Hak Milik
1500000000.0,Sleman,80,104,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
6500000000.0,Yogyakarta,80,102,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1350000000.0,Kulon Progo,30,61,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
15500000000.0,Sleman,80,104,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2850000000.0,Sleman,100,90,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
17000000000.0,Sleman,70,100,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
950000000.0,Sleman,70,100,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2500000000.0,Sleman,70,100,3,1,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2000000000.0,Sleman,100,90,4,3,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
515000000.0,Sleman,100,90,4,3,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1500000000.0,Sleman,124,110,5,4,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2850000000.0,Sleman,164,115,6,4,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
9000000000.0,Sleman,164,115,6,4,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
499000000.0,Sleman,144,180,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1200000000.0,Sleman,144,180,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1400000000.0,Sleman,110,176,4,3,3500,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2500000000.0,Sleman,70,123,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1200000000.0,Sleman,230,140,5,6,2200,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
11000000000.0,Sleman,51,96,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1895000000.0,Yogyakarta,100,150,2,2,0,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1895000000.0,Yogyakarta,800,1140,8,4,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1600000000.0,Sleman,36,72,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1500000000.0,Sleman,60,72,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1880000000.0,Sleman,340,176,8,4,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2500000000.0,Bantul,79,58,4,4,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1600000000.0,Sleman,68,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1406000000.0,Sleman,79,40,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1799000000.0,Bantul,72,131,2,1,900,Sebagian,2.0,SHM - Sertifikat Hak Milik
1799000000.0,Sleman,90,114,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1799000000.0,Yogyakarta,130,159,2,1,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
1799000000.0,Sleman,84,146,3,1,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
1799000000.0,Yogyakarta,114,130,4,3,1300,Sebagian,2.0,SHM - Sertifikat Hak Milik
1405800000.0,Sleman,50,138,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
625000000.0,Sleman,161,230,4,3,4400,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
2500000000.0,Sleman,70,135,2,2,1300,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
990000000.0,Bantul,190,109,4,2,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
560000606.0,Sleman,83,80,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
450000000.0,Bantul,175,143,6,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2700000000.0,Sleman,250,160,6,3,8000,Sebagian,3.0,SHM - Sertifikat Hak Milik
1850000000.0,Bantul,80,80,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1900000000.0,Yogyakarta,261,899,6,4,7700,Tak Berperabot,4.0,SHM - Sertifikat Hak Milik
3800000000.0,Sleman,140,100,3,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1550000000.0,Sleman,140,100,3,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
4500000000.0,Sleman,200,180,3,4,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
4000000000.0,Sleman,165,135,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1525000000.0,Bantul,45,75,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1795000000.0,Sleman,222,222,3,2,2200,Lengkap,4.0,SHM - Sertifikat Hak Milik
1895000000.0,Sleman,75,238,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1500000000.0,Sleman,36,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
775000000.0,Sleman,100,163,3,3,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,9 M",Sleman,106,135,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 1,375 M",Sleman,100,132,3,1,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 1,5 M",Sleman,100,105,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 10 M,Yogyakarta,600,1140,8,4,4400,Tak Berperabot,4.0,SHM - Sertifikat Hak Milik
"Rp 400,000888 jt",Sleman,50,109,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 280 jt,Sleman,36,66,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 425 jt,Bantul,54,84,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 750,000888 jt",Sleman,65,117,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 2,1 M",Bantul,130,129,4,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 790,000888 jt",Sleman,65,105,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 280 jt,Sleman,36,66,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 580,000777 jt",Kulon Progo,60,115,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 650 jt,Sleman,65,100,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 485 jt,Sleman,51,96,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,15 M",Sleman,180,119,5,3,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 755 jt,Sleman,71,105,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,10000009 M",Bantul,80,96,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,2 M",Sleman,100,140,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,3 M",Yogyakarta,180,126,4,1,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 450 jt,Sleman,36,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 490 jt,Sleman,60,90,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 523,456 jt",Bantul,55,105,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 280 jt,Sleman,36,66,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 694 jt,Sleman,60,90,2,1,1300,Lengkap,1.0,SHM - Sertifikat Hak Milik
Rp 300 jt,Sleman,36,80,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,799 M",Yogyakarta,154,130,3,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 890 jt,Bantul,70,85,4,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,799 M",Yogyakarta,154,130,3,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 1,799 M",Yogyakarta,154,130,3,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 295 jt,Sleman,36,75,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,799 M",Yogyakarta,154,130,3,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 1,7 M",Sleman,136,140,3,2,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
"Rp 1,799 M",Yogyakarta,154,130,3,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 395 jt,Bantul,45,90,2,1,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
Rp 285 jt,Sleman,36,60,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 369,9 jt",Sleman,45,111,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 370 jt,Sleman,45,111,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 560,000001 jt",Sleman,50,60,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 559,999 jt",Sleman,60,60,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 560,0006 jt",Sleman,60,60,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 5,5 M",Sleman,650,485,5,8,8000,Sebagian,5.0,SHM - Sertifikat Hak Milik
"Rp 2,1 M",Sleman,140,100,3,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 400 jt,Bantul,60,80,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 980 jt,Sleman,58,141,2,1,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
Rp 590 jt,Sleman,100,88,3,2,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 300 jt,Sleman,36,80,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 800 jt,Sleman,140,153,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 635 jt,Sleman,80,115,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 690,00009 jt",Sleman,60,83,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 280 jt,Sleman,36,66,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 300 jt,Sleman,36,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 263 jt,Sleman,36,71,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 275 jt,Sleman,36,66,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,148636 M",Bantul,90,135,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,169642 M",Bantul,56,167,2,1,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
"Rp 1,175053 M",Bantul,75,163,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 472 jt,Bantul,45,98,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 555 jt,Bantul,75,68,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 385 jt,Bantul,40,68,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 848,6033 jt",Bantul,50,108,2,1,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 975 jt,Sleman,80,125,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 875 jt,Sleman,83,83,2,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 750 jt,Sleman,60,115,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 2,5 M",Sleman,350,265,5,4,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 7,1 M",Sleman,710,710,10,7,2200,Sebagian,5.0,SHM - Sertifikat Hak Milik
"Rp 6,49 M",Sleman,230,649,3,2,2200,Tak Berperabot,5.0,SHM - Sertifikat Hak Milik
"Rp 1,15 M",Sleman,180,119,5,3,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 975 jt,Sleman,80,125,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 4,8 M",Sleman,208,230,5,4,3500,Sebagian,2.0,SHM - Sertifikat Hak Milik
Rp 1 M,Sleman,200,200,2,1,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 1,35 M",Sleman,154,110,3,2,1300,Sebagian,2.0,SHM - Sertifikat Hak Milik
"Rp 1,8 M",Sleman,222,176,10,4,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 850 jt,Sleman,91,164,3,2,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 875 jt,Sleman,85,120,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,9 M",Sleman,165,150,5,4,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 1,7 M",Sleman,184,311,9,4,2200,Sebagian,3.0,SHM - Sertifikat Hak Milik
Rp 400 jt,Yogyakarta,40,80,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,825 M",Sleman,150,99,4,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 600 jt,Sleman,65,82,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 690,000014 jt",Sleman,60,83,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 400 jt,Yogyakarta,45,75,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 785 jt,Sleman,60,127,2,2,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 985 jt,Sleman,80,123,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 600 jt,Sleman,65,91,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 650 jt,Sleman,65,81,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 690,000059 jt",Sleman,60,83,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 594,75 jt",Bantul,40,120,2,1,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 594,75 jt",Bantul,40,120,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 5 jt,Sleman,40,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 759 jt,Sleman,75,80,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 180,025 jt",Sleman,21,60,1,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 7 M,Sleman,400,625,6,4,6600,Tak Berperabot,10.0,SHM - Sertifikat Hak Milik
"Rp 1,5 M",Sleman,198,198,6,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 1,699999999 M",Yogyakarta,280,250,4,2,0,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 975 jt,Sleman,80,125,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 2,1 M",Sleman,140,100,3,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 5,5 M",Sleman,650,485,5,8,8000,Tak Berperabot,5.0,SHM - Sertifikat Hak Milik
